"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/Sbsar_Material/Material/Iron_Galvanized.Iron_Galvanized","0","23","0","1","0.000000","0","0"
"/Game/FinalFloorAssets/mat/source/Doormate1.Doormate1","0","23","0","1","0.000000","0","0"
"/Game/City/Greenery/source/leaf02-leaf02_Opacity_Mat.leaf02-leaf02_Opacity_Mat","0","29","0","1","0.000000","0","0"
"/Game/Test_Mat.Test_Mat","0","14","14","1","17.792103","0","14"
"/Game/City/textures/WoodWall.WoodWall","0","14","14","1","16.870987","0","14"
"/Game/Office_Pack_Vol_1/Materials/M_Plastic_2.M_Plastic_2","0","23","23","1","27.809063","0","23"
"/Game/City/Greenery/textures/BoxPlantCase.BoxPlantCase","0","14","14","1","17.443958","0","14"
"/Game/City/Material_007.Material_007","0","14","14","1","0.000000","0","14"
"/Game/City/Material_008.Material_008","0","14","14","1","0.000000","0","14"
"/Game/City/Material_006.Material_006","0","14","14","1","0.000000","0","14"
"/Game/ClayPots/Materials/Master/M_Pot.M_Pot","0","23","23","1","29.340801","0","23"
"/Game/City/Greenery/source/D.D","0","14","14","1","15.180316","0","14"
"/Game/City/Greenery/source/C.C","0","14","14","1","0.000000","0","14"
"/Game/KT_SmartMat_Vol_4/PinkAndDarkRed/Materials/M_Orange2.M_Orange2","0","26","27","1","25.783440","0","27"
"/Game/City/Props/source/Window_Wooden.Window_Wooden","0","14","14","1","0.000000","0","14"
"/Game/City/Props/source/Material_001.Material_001","0","14","14","1","13.626028","0","14"
"/Game/City/Props/textures/Wood.Wood","0","14","14","1","0.000000","0","14"
"/Game/KT_SmartMat_Vol_4/PinkAndDarkRed/Materials/M_Orange.M_Orange","0","26","27","1","18.875547","0","27"
"/Game/KT_SmartMat_Vol_4/PinkAndDarkRed/Materials/M_Burgundy.M_Burgundy","0","26","27","1","0.000000","0","27"
"/Game/Office_Pack_Vol_1/Materials/M_Paper_1.M_Paper_1","0","23","23","1","24.575172","0","23"
"/Game/FinalFloorAssets/textures/tew_pattern_tga_Mat.tew_pattern_tga_Mat","0","23","23","1","9.201219","0","23"
"/Game/KT_SmartMat_Vol_4/BnW/Materials/M_Black.M_Black","0","26","27","1","0.000000","0","27"
"/Game/City/Props/source/Material_u1_v1.Material_u1_v1","0","14","14","1","12.241773","0","14"
"/Game/City/Props/source/Material_u2_v1.Material_u2_v1","0","14","14","1","0.000000","0","14"
"/Game/KT_SmartMat_Vol_4/Green/Materials/M_Green9.M_Green9","0","26","27","1","0.000000","0","27"
"/Game/KT_SmartMat_Vol_4/Red/Materials/M_RedPlanks5.M_RedPlanks5","0","26","27","1","23.479956","0","27"
"/Game/Handgun/source/ma_gun.ma_gun","0","14","0","1","0.000000","0","0"
"/Game/BPs/AmmoBox/Tex_0010_1_dds.Tex_0010_1_dds","0","14","14","1","14.746228","0","14"
"/Game/Fab/Megascans/Surfaces/Black_Marble_Tiles_tkogehsi/Medium/blackmarble.blackmarble","0","14","14","1","12.727825","0","14"
"/Game/anotehrm.anotehrm","0","14","14","1","0.000000","0","14"
"/Game/KT_SmartMat_Vol_4/Red/Materials/M_RedPlanks3.M_RedPlanks3","0","26","27","1","18.126966","0","27"
"/Game/KT_SmartMat_Vol_4/Green/Materials/M_Green.M_Green","0","26","27","1","0.000000","0","27"
"/Game/Office_Pack_Vol_1/Materials/M_Color_1.M_Color_1","0","23","23","1","0.000000","0","23"
"/Game/KT_SmartMat_Vol_4/PinkAndDarkRed/Materials/M_DRed1.M_DRed1","0","26","27","1","0.000000","0","27"
"/Game/LevelLayoutImages/japanese-aesthetic-red-dragonymbol-kanji-japan-tattoo-art-ayoub-alessa-transparent_Mat.japanese-aesthetic-red-dragonymbol-kanji-japan-tattoo-art-ayoub-alessa-transparent_Mat","0","67","0","1","0.000000","0","0"
"/Game/FinalFloorAssets/textures/tew_lightwood9_tga_Mat.tew_lightwood9_tga_Mat","0","23","23","1","0.000000","0","23"
"/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf","0","14","14","1","13.468878","0","14"
"/Game/FinalFloorAssets/textures/tew_gong2_tga_Mat.tew_gong2_tga_Mat","0","23","23","1","0.000000","0","23"
"/Game/City/Material_010.Material_010","0","14","14","1","0.000000","0","14"
"/Game/City/Material_004.Material_004","0","14","14","1","0.000000","0","14"
"/Game/City/Material_003.Material_003","0","14","14","1","0.000000","0","14"
"/Game/City/Material_002.Material_002","0","14","14","1","0.000000","0","14"
"/Game/City/Material_009.Material_009","0","14","14","1","0.000000","0","14"
"/Game/City/Material_005.Material_005","0","14","14","1","0.000000","0","14"
"/Game/City/Material_011.Material_011","0","14","14","1","0.000000","0","14"
"/Game/City/Material_001.Material_001","0","14","14","1","0.000000","0","14"
"/Game/BPs/AmmoBox/Tex_0009_1_dds.Tex_0009_1_dds","0","14","14","1","0.000000","0","14"
"/Game/KT_SmartMat_Vol_4/BnW/Materials/M_White1.M_White1","0","26","27","1","17.339767","0","27"
"/Game/Handgun/Bullet/Material_0.Material_0","0","14","14","1","11.445200","0","14"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_03.MAT_A_03","0","67","71","1","71.550133","0","71"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_L_01.MAT_L_01","0","67","71","1","0.000000","0","71"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_01.MAT_A_01","0","67","71","1","0.000000","0","71"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_T_01.MAT_T_01","0","67","71","1","0.000000","0","71"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_L_00.MAT_L_00","0","54","58","1","57.466934","0","58"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_P_00.MAT_P_00","0","67","71","1","10.426785","0","71"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_H_A1.MAT_H_A1","0","67","71","1","0.000000","0","71"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","46","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
